,term,causal,coef,antonyms,antonym_source
962,cooking,0,-0.182,"{'cool': 0.838, 'finish': 0.874}",antonym
963,yard,0,-0.182,{'buy': 0.169},antonym
964,contrived,1,-0.183,{'natural': 0.186},antonym
965,race,0,-0.183,"{'rise': 0.159, 'follow': 0.245, 'tasteful': 0.224, 'superior': 0.431, 'dry': 0.197, 'fast': 0.376, 'raise': 0.173}",synonym_antonym
966,worry,0,-0.183,"{'timid': 0.218, 'child': 0.367}",synonym_antonym
967,fumbling,0,-0.184,{'competent': 0.191},antonym
968,main,0,-0.184,{'genuine': 0.174},antonym
969,naive,0,-0.184,"{'informed': 0.227, 'sophisticated': 0.296}",antonym
970,slick,0,-0.184,"{'better': 0.257, 'truth': 0.156}",synonym_antonym
971,were,0,-0.184,{'change': 0.21},antonym
972,except,0,-0.185,{'mind': 0.324},antonym
973,newcomers,0,-0.185,{'last': 0.341},antonym
974,unsatisfying,1,-0.185,{'on': 0.161},synonym_antonym
975,blows,0,-0.186,"{'beautiful': 1.276, 'genuine': 0.174, 'right': 0.233, 'superior': 0.431, 'hope': 0.205, 'promote': 0.244, 'increase': 0.226, 'disagree': 0.225, 'freeze': 0.24, 'buy': 0.169, 'separate': 0.217, 'rise': 0.159, 'follow': 0.245, 'praise': 0.513, 'top': 0.44, 'pleasure': 0.408}",synonym_antonym
976,culture,0,-0.186,{'perfect': 1.101},antonym
977,secret,0,-0.186,"{'light': 0.157, 'day': 0.351}",synonym_antonym
978,lived,0,-0.187,{'careful': 0.288},antonym
979,psyche,0,-0.187,{'aware': 0.282},antonym
980,ran,0,-0.187,{'winner': 0.375},antonym
981,summary,0,-0.187,{'truth': 0.156},antonym
982,wit,0,-0.187,"{'well': 0.671, 'natural': 0.186, 'genuine': 0.174, 'finish': 0.874, 'successful': 0.395, 'leave': 0.224, 'honest': 0.387, 'right': 0.233, 'correct': 0.447, 'addition': 0.382}",synonym_antonym
983,antics,0,-0.188,{'beautiful': 1.276},antonym
984,do,0,-0.188,{'mind': 0.324},synonym_antonym
985,followed,0,-0.188,{'raise': 0.173},antonym
986,line,0,-0.188,"{'fire': 0.236, 'clean': 0.79}",antonym
987,burn,0,-0.189,{'success': 0.485},antonym
988,depths,0,-0.189,"{'deep': 0.239, 'high': 0.418}",antonym
989,wonderland,0,-0.189,{'leave': 0.224},antonym
990,bear,0,-0.19,{'change': 0.21},antonym
991,curse,0,-0.19,"{'high': 0.418, 'voice': 0.333}",synonym_antonym
992,growing,0,-0.19,"{'there': 0.279, 'perfect': 1.101}",synonym_antonym
993,incompetence,1,-0.19,{'good': 1.191},synonym_antonym
994,shots,0,-0.19,{'promote': 0.244},antonym
995,melodramatic,0,-0.191,{'comedy': 0.592},synonym_antonym
996,sequels,0,-0.191,{'middle': 0.194},antonym
997,narrator,0,-0.192,{'warm': 0.558},synonym_antonym
998,teenagers,0,-0.192,{'superior': 0.431},antonym
999,border,0,-0.193,{'silence': 0.165},antonym
1000,cost,0,-0.193,"{'tasteful': 0.224, 'focus': 0.208, 'basic': 0.405, 'essential': 0.208}",synonym_antonym
1001,defeat,0,-0.193,"{'beginning': 0.199, 'success': 0.485, 'good': 1.191, 'harmless': 0.257, 'freeze': 0.24, 'enjoy': 0.396, 'fire': 0.236, 'raise': 0.173}",synonym_antonym
1002,ego,0,-0.193,{'follow': 0.245},antonym
1003,failures,0,-0.193,{'beginning': 0.199},antonym
1004,laughed,0,-0.193,"{'hoot': 0.237, 'yelling': 0.337}",synonym_antonym
1005,reasonably,0,-0.194,{'good': 1.191},antonym
1006,said,0,-0.194,"{'other': 0.376, 'varied': 0.241, 'unlike': 0.214}",antonym
1007,sleazy,1,-0.194,"{'superior': 0.431, 'best': 1.267, 'high': 0.418}",antonym
1008,attempted,0,-0.195,{'successful': 0.395},antonym
1009,bleak,0,-0.195,"{'light': 0.157, 'encouraging': 0.373, 'possible': 0.265, 'distinct': 0.159}",synonym_antonym
1010,consideration,0,-0.195,"{'thoughtful': 0.344, 'forget': 1.261}",synonym_antonym
1011,expense,0,-0.195,"{'basic': 0.405, 'essential': 0.208}",antonym
1012,stinking,0,-0.195,"{'good': 1.191, 'clean': 0.79}",antonym
1013,wow,0,-0.195,{'well': 0.671},synonym_antonym
1014,ambiance,0,-0.196,{'comfort': 0.391},antonym
1015,failing,0,-0.196,{'beginning': 0.199},synonym_antonym
1016,garbage,1,-0.196,{'believe': 0.48},synonym_antonym
1017,nominations,0,-0.196,"{'middle': 0.194, 'beginning': 0.199}",synonym_antonym
1018,palms,0,-0.196,"{'middle': 0.194, 'right': 0.233}",synonym_antonym
1019,review,0,-0.196,"{'disagree': 0.225, 'forget': 1.261}",synonym_antonym
1020,whatsoever,0,-0.196,{'many': 0.203},antonym
1021,epic,0,-0.197,"{'soft': 0.905, 'light': 0.157, 'timid': 0.218}",synonym_antonym
1022,gathering,0,-0.197,{'inaccurate': 0.196},synonym_antonym
1023,tragedy,0,-0.197,{'dramatic': 0.21},antonym
1024,unaffected,0,-0.197,{'sensitive': 0.392},antonym
1025,begins,0,-0.198,{'end': 0.428},antonym
1026,fired,0,-0.198,{'effective': 0.393},synonym_antonym
1027,intends,0,-0.198,"{'follow': 0.245, 'relax': 0.853}",synonym_antonym
1028,needed,0,-0.198,{'unnecessary': 0.299},antonym
1029,property,0,-0.198,"{'strength': 0.357, 'disagree': 0.225, 'leave': 0.224, 'poverty': 0.231, 'perfection': 0.527}",synonym_antonym
1030,significant,1,-0.198,{'soft': 0.905},synonym_antonym
1031,standards,0,-0.198,{'unusual': 0.16},antonym
1032,number,0,-0.199,"{'many': 0.203, 'more': 0.254, 'increase': 0.226, 'minor': 1.043}",synonym_antonym
1033,punching,0,-0.199,{'show': 0.286},synonym_antonym
1034,editing,0,-0.2,{'increase': 0.226},antonym
1035,moronic,1,-0.2,{'intelligent': 0.988},antonym
1036,skills,0,-0.2,{'powerful': 1.169},antonym
1037,sneak,0,-0.2,"{'follow': 0.245, 'male': 0.267, 'opening': 0.234}",synonym_antonym
1038,cheesy,1,-0.201,"{'superior': 0.431, 'expensive': 0.909}",antonym
1039,land,0,-0.201,"{'leave': 0.224, 'strength': 0.357}",synonym_antonym
1040,start,0,-0.201,{'end': 0.428},antonym
1041,war,0,-0.201,{'relax': 0.853},synonym_antonym
1042,paintings,0,-0.202,"{'dry': 0.197, 'tasteful': 0.224}",synonym_antonym
1043,product,0,-0.203,"{'buy': 0.169, 'fire': 0.236, 'clean': 0.79, 'light': 0.157, 'right': 0.233}",synonym_antonym
1044,read,0,-0.203,{'freeze': 0.24},synonym_antonym
1045,throws,0,-0.203,"{'better': 0.257, 'relax': 0.853, 'raise': 0.173, 'freeze': 0.24, 'correct': 0.447, 'pleased': 0.526, 'rise': 0.159, 'disagree': 0.225}",synonym_antonym
1046,videos,0,-0.203,{'silence': 0.165},antonym
1047,walk,0,-0.203,{'opening': 0.234},antonym
1048,colours,0,-0.204,{'increase': 0.226},antonym
1049,grease,0,-0.204,{'show': 0.286},synonym_antonym
1050,train,0,-0.204,{'die': 0.407},antonym
1051,chapters,0,-0.205,"{'beginning': 0.199, 'finish': 0.874}",synonym_antonym
1052,motivations,0,-0.205,{'pure': 0.442},antonym
1053,proud,0,-0.205,{'modest': 0.236},antonym
1054,wants,0,-0.205,"{'have': 0.206, 'wish': 0.32, 'easy': 0.679, 'forget': 1.261, 'better': 0.257, 'success': 0.485}",synonym_antonym
1055,mail,0,-0.206,{'rise': 0.159},antonym
1056,misery,0,-0.206,"{'comfort': 0.391, 'pleasure': 0.408, 'happy': 0.522}",antonym
1057,peril,0,-0.206,"{'real': 0.164, 'trust': 0.285, 'sound': 0.192}",synonym_antonym
1058,suited,0,-0.206,{'disagree': 0.225},antonym
1059,unfocused,0,-0.206,{'focused': 0.472},synonym_antonym
1060,capture,0,-0.207,{'attack': 0.28},antonym
1061,expressions,0,-0.207,"{'figure': 1.145, 'light': 0.157, 'follow': 0.245, 'enjoy': 0.396}",synonym_antonym
1062,pictures,0,-0.207,"{'moving': 0.272, 'sound': 0.192}",antonym
1063,starting,0,-0.207,"{'end': 0.428, 'middle': 0.194}",antonym
1064,escape,0,-0.208,"{'truth': 0.156, 'sexual': 0.362, 'raise': 0.173}",synonym_antonym
1065,mentioning,0,-0.208,{'rich': 0.369},antonym
1066,brains,0,-0.209,{'follow': 0.245},antonym
1067,grasp,0,-0.209,{'disagree': 0.225},antonym
1068,intentions,0,-0.209,"{'aware': 0.282, 'better': 0.257, 'relax': 0.853, 'forget': 1.261}",synonym_antonym
1069,nobody,0,-0.209,{'dry': 0.197},antonym
1070,passionate,0,-0.209,"{'cool': 0.838, 'full': 0.252, 'clean': 0.79}",synonym_antonym
1071,queen,0,-0.209,{'king': 0.226},synonym_antonym
1072,stolen,0,-0.209,"{'end': 0.428, 'promote': 0.244, 'block': 0.313, 'high': 0.418, 'long': 0.312, 'action': 0.211, 'attack': 0.28, 'freeze': 0.24, 'dry': 0.197, 'cool': 0.838, 'buy': 0.169, 'beginning': 0.199, 'disagree': 0.225, 'fire': 0.236}",synonym_antonym
1073,strings,0,-0.21,"{'end': 0.428, 'beginning': 0.199, 'middle': 0.194}",antonym
1074,sickening,0,-0.211,{'well': 0.671},antonym
1075,television,0,-0.211,{'silence': 0.165},antonym
1076,unappealing,1,-0.211,{'kind': 0.528},antonym
1077,attention,0,-0.212,"{'follow': 0.245, 'praise': 0.513, 'finish': 0.874}",synonym_antonym
1078,coupled,0,-0.212,{'separate': 0.217},synonym_antonym
1079,excuses,0,-0.212,{'colorful': 0.252},antonym
1080,existence,0,-0.212,"{'possible': 0.265, 'present': 0.661}",synonym_antonym
1081,nor,0,-0.212,"{'end': 0.428, 'beginning': 0.199, 'middle': 0.194}",antonym
1082,pussy,0,-0.212,"{'top': 0.44, 'rise': 0.159}",synonym_antonym
1083,unbelievable,0,-0.212,{'convincing': 0.692},antonym
1084,community,0,-0.213,"{'beginning': 0.199, 'middle': 0.194}",synonym_antonym
1085,pivotal,0,-0.213,{'hot': 0.808},antonym
1086,beware,0,-0.214,{'forget': 1.261},antonym
1087,disability,1,-0.214,"{'rise': 0.159, 'good': 1.191, 'beginning': 0.199, 'well': 0.671, 'sound': 0.192, 'better': 0.257, 'praise': 0.513, 'increase': 0.226}",synonym_antonym
1088,revolves,0,-0.215,{'die': 0.407},antonym
1089,seem,0,-0.215,"{'disagree': 0.225, 'simple': 0.516, 'buy': 0.169, 'better': 0.257, 'praise': 0.513, 'increase': 0.226, 'focus': 0.208, 'change': 0.21}",synonym_antonym
1090,saturday,0,-0.216,{'day': 0.351},synonym_antonym
1091,dance,0,-0.217,"{'rise': 0.159, 'follow': 0.245}",synonym_antonym
1092,curio,0,-0.218,"{'unexpected': 0.263, 'strength': 0.357, 'beginning': 0.199, 'middle': 0.194}",synonym_antonym
1093,point,0,-0.218,{'right': 0.233},antonym
1094,redundant,0,-0.218,"{'necessary': 0.327, 'essential': 0.208}",antonym
1095,bizarre,1,-0.219,{'tough': 0.329},antonym
1096,liberal,0,-0.219,"{'timid': 0.218, 'right': 0.233}",synonym_antonym
1097,tortures,1,-0.219,{'pleasure': 0.408},antonym
1098,trying,0,-0.219,{'easy': 0.679},antonym
1099,dragged,0,-0.22,{'disagree': 0.225},antonym
1100,instant,0,-0.22,"{'former': 0.8, 'superior': 0.431, 'dry': 0.197, 'tasteful': 0.224}",synonym_antonym
1101,compensate,0,-0.221,{'inaccurate': 0.196},antonym
1102,credible,0,-0.222,{'incredible': 0.686},antonym
1103,same,0,-0.222,{'other': 0.376},antonym
1104,backdrops,0,-0.223,"{'day': 0.351, 'figure': 1.145}",synonym_antonym
1105,evils,0,-0.223,"{'right': 0.233, 'good': 1.191}",antonym
1106,spell,0,-0.223,{'disagree': 0.225},synonym_antonym
1107,subsequent,0,-0.223,"{'basic': 0.405, 'essential': 0.208}",antonym
1108,viewer,0,-0.223,"{'beautiful': 1.276, 'male': 0.267}",synonym_antonym
1109,cans,0,-0.224,{'rise': 0.159},synonym_antonym
1110,much,0,-0.224,"{'necessary': 0.327, 'many': 0.203}",synonym_antonym
1111,terrifying,0,-0.224,"{'encourage': 0.151, 'hope': 0.205}",synonym_antonym
1112,bats,0,-0.225,{'clean': 0.79},antonym
1113,dick,0,-0.225,{'disagree': 0.225},synonym_antonym
1114,grant,0,-0.225,{'enjoy': 0.396},synonym_antonym
1115,irony,0,-0.225,{'leave': 0.224},synonym_antonym
1116,sacrifices,0,-0.225,{'buy': 0.169},synonym_antonym
1117,turn,0,-0.225,{'promote': 0.244},antonym
1118,union,0,-0.225,"{'finish': 0.874, 'universal': 0.182}",synonym_antonym
1119,bitch,0,-0.226,"{'complex': 0.323, 'follow': 0.245}",synonym_antonym
1120,debut,0,-0.226,"{'finish': 0.874, 'end': 0.428}",antonym
1121,follows,0,-0.226,{'raise': 0.173},antonym
1122,figured,0,-0.227,{'new': 0.213},synonym_antonym
1123,harsh,0,-0.227,"{'pleasant': 1.106, 'superior': 0.431}",antonym
1124,ready,0,-0.227,"{'cross': 0.214, 'new': 0.213, 'prepared': 1.03}",synonym_antonym
1125,requires,0,-0.227,"{'block': 0.313, 'inaccurate': 0.196}",synonym_antonym
1126,scene,0,-0.227,{'day': 0.351},antonym
1127,serial,0,-0.227,"{'parent': 0.162, 'block': 0.313}",antonym
1128,fat,0,-0.228,"{'light': 0.157, 'high': 0.418, 'important': 0.151, 'smart': 0.833, 'hopeless': 0.159, 'clear': 0.402}",synonym_antonym
1129,fatal,0,-0.228,{'male': 0.267},antonym
1130,goofy,1,-0.228,"{'smart': 0.833, 'cool': 0.838, 'clean': 0.79}",synonym_antonym
1131,argument,0,-0.229,{'truth': 0.156},antonym
1132,hints,0,-0.229,{'rise': 0.159},synonym_antonym
1133,lesson,0,-0.229,{'buy': 0.169},synonym_antonym
1134,struggle,0,-0.229,{'fire': 0.236},antonym
1135,weakest,1,-0.229,"{'tough': 0.329, 'powerful': 1.169, 'strong': 0.651}",antonym
1136,amateurish,1,-0.23,"{'professional': 0.89, 'competent': 0.191, 'good': 1.191}",antonym
1137,discover,0,-0.23,{'praise': 0.513},synonym_antonym
1138,holding,0,-0.23,{'strength': 0.357},antonym
1139,material,0,-0.23,"{'male': 0.267, 'cool': 0.838, 'dry': 0.197, 'follow': 0.245, 'national': 0.179, 'finish': 0.874, 'increase': 0.226}",synonym_antonym
1140,sassy,0,-0.23,"{'timid': 0.218, 'pleasure': 0.408, 'dry': 0.197}",synonym_antonym
1141,seemed,0,-0.23,"{'disagree': 0.225, 'simple': 0.516, 'buy': 0.169, 'better': 0.257, 'praise': 0.513, 'increase': 0.226, 'focus': 0.208, 'change': 0.21}",synonym_antonym
1142,exists,0,-0.231,"{'change': 0.21, 'disagree': 0.225, 'leave': 0.224, 'mind': 0.324, 'action': 0.211, 'attack': 0.28}",synonym_antonym
1143,under,0,-0.231,"{'high': 0.418, 'superior': 0.431}",antonym
1144,con,0,-0.232,"{'pro': 0.178, 'long': 0.312}",antonym
1145,decide,0,-0.232,"{'increase': 0.226, 'soft': 0.905, 'block': 0.313, 'disagree': 0.225, 'inaccurate': 0.196, 'relevant': 1.131, 'beginning': 0.199, 'middle': 0.194}",synonym_antonym
1146,dud,0,-0.232,{'winner': 0.375},antonym
1147,pregnancy,0,-0.233,"{'end': 0.428, 'beginning': 0.199, 'raise': 0.173, 'male': 0.267, 'universal': 0.182, 'best': 1.267}",synonym_antonym
1148,build,0,-0.234,{'focus': 0.208},synonym_antonym
1149,drab,1,-0.234,{'lively': 0.302},antonym
1150,carrying,0,-0.235,{'right': 0.233},antonym
1151,hitting,0,-0.235,{'rise': 0.159},antonym
1152,wins,0,-0.235,"{'right': 0.233, 'attack': 0.28, 'block': 0.313, 'relax': 0.853, 'middle': 0.194}",synonym_antonym
1153,comparison,0,-0.236,"{'connected': 0.264, 'forget': 1.261, 'addition': 0.382}",synonym_antonym
1154,feed,0,-0.236,{'dry': 0.197},synonym_antonym
1155,tool,0,-0.236,"{'rise': 0.159, 'high': 0.418, 'die': 0.407, 'good': 1.191, 'harmless': 0.257, 'interest': 0.472, 'increase': 0.226, 'twist': 0.306, 'truth': 0.156, 'cool': 0.838}",synonym_antonym
1156,woefully,0,-0.236,{'happily': 0.333},antonym
1157,overrated,0,-0.237,"{'better': 0.257, 'light': 0.157}",synonym_antonym
1158,primitive,0,-0.237,"{'late': 0.157, 'male': 0.267}",antonym
1159,provides,0,-0.237,"{'block': 0.313, 'freeze': 0.24, 'separate': 0.217, 'better': 0.257, 'disagree': 0.225, 'necessary': 0.327, 'status': 0.227, 'increase': 0.226, 'end': 0.428, 'human': 0.489, 'silence': 0.165, 'follow': 0.245, 'beginning': 0.199, 'tasteful': 0.224, 'truth': 0.156, 'pro': 0.178, 'fire': 0.236, 'long': 0.312, 'high': 0.418, 'intense': 0.572, 'surface': 0.241, 'focus': 0.208, 'universal': 0.182}",synonym_antonym
1160,taxi,0,-0.237,{'rise': 0.159},antonym
1161,unnatural,1,-0.237,{'natural': 0.186},antonym
1162,generation,0,-0.238,"{'timid': 0.218, 'rich': 0.369}",synonym_antonym
1163,husband,0,-0.238,{'absolute': 0.236},synonym_antonym
1164,near,0,-0.238,"{'cool': 0.838, 'full': 0.252, 'right': 0.233}",synonym_antonym
1165,ripped,0,-0.239,"{'end': 0.428, 'relax': 0.853}",synonym_antonym
1166,slowly,0,-0.239,{'early': 0.361},antonym
1167,turkey,0,-0.24,"{'success': 0.485, 'rise': 0.159}",antonym
1168,advances,0,-0.241,"{'rise': 0.159, 'follow': 0.245}",synonym_antonym
1169,glorious,1,-0.241,"{'questionable': 0.248, 'dry': 0.197}",synonym_antonym
1170,group,0,-0.241,"{'parent': 0.162, 'block': 0.313, 'freeze': 0.24, 'timid': 0.218, 'right': 0.233, 'increase': 0.226, 'rich': 0.369, 'finish': 0.874, 'varied': 0.241, 'reality': 0.769}",synonym_antonym
1171,songs,0,-0.241,"{'soft': 0.905, 'praise': 0.513, 'attack': 0.28, 'happiness': 0.323, 'beginning': 0.199, 'middle': 0.194, 'relax': 0.853, 'professional': 0.89, 'cool': 0.838}",synonym_antonym
1172,fantasy,0,-0.242,"{'real': 0.164, 'creative': 0.503}",synonym_antonym
1173,link,0,-0.242,"{'forget': 1.261, 'welcome': 0.267, 'disagree': 0.225, 'nice': 0.42}",synonym_antonym
1174,random,0,-0.242,{'careful': 0.288},antonym
1175,shifts,0,-0.242,"{'rise': 0.159, 'follow': 0.245}",synonym_antonym
1176,compelled,0,-0.243,"{'rise': 0.159, 'follow': 0.245, 'tasteful': 0.224, 'buy': 0.169, 'cool': 0.838, 'love': 1.129, 'opening': 0.234}",synonym_antonym
1177,side,0,-0.243,{'die': 0.407},antonym
1178,skipping,0,-0.243,{'better': 0.257},antonym
1179,sleep,0,-0.243,{'promote': 0.244},synonym_antonym
1180,due,0,-0.244,"{'parent': 0.162, 'asset': 0.205, 'unexpected': 0.263, 'careful': 0.288}",synonym_antonym
1181,forgive,0,-0.244,{'disagree': 0.225},antonym
1182,french,0,-0.244,{'leave': 0.224},antonym
1183,irritating,0,-0.244,{'good': 1.191},synonym_antonym
1184,schlock,0,-0.244,{'buy': 0.169},antonym
1185,student,0,-0.244,"{'moon': 0.381, 'minor': 1.043, 'winner': 0.375, 'male': 0.267}",synonym_antonym
1186,laughable,0,-0.245,{'smart': 0.833},antonym
1187,damn,0,-0.246,"{'good': 1.191, 'superior': 0.431, 'lovable': 0.327}",synonym_antonym
1188,officer,0,-0.246,{'friendly': 0.286},synonym_antonym
1189,difference,0,-0.247,"{'finish': 0.874, 'power': 0.839, 'good': 1.191, 'positive': 0.771, 'focus': 0.208, 'better': 0.257, 'increase': 0.226, 'cool': 0.838, 'dry': 0.197, 'clean': 0.79}",synonym_antonym
1190,guaranteed,0,-0.247,{'disagree': 0.225},antonym
1191,pierce,0,-0.248,{'end': 0.428},synonym_antonym
1192,reached,0,-0.248,"{'rise': 0.159, 'follow': 0.245, 'promote': 0.244, 'forget': 1.261, 'action': 0.211, 'praise': 0.513, 'figure': 1.145}",synonym_antonym
1193,talent,0,-0.249,"{'increase': 0.226, 'win': 0.235, 'creative': 0.503}",synonym_antonym
1194,branch,0,-0.25,{'beginning': 0.199},antonym
1195,computer,0,-0.25,"{'high': 0.418, 'intense': 0.572, 'being': 0.217, 'issue': 0.816, 'opening': 0.234, 'buy': 0.169}",synonym_antonym
1196,hopes,0,-0.25,{'show': 0.286},antonym
1197,humble,0,-0.25,"{'superior': 0.431, 'rise': 0.159, 'raise': 0.173}",antonym
1198,pile,0,-0.25,"{'disagree': 0.225, 'buy': 0.169, 'success': 0.485, 'varied': 0.241}",synonym_antonym
1199,awkward,0,-0.252,{'beautiful': 1.276},synonym_antonym
1200,expressed,0,-0.252,{'voice': 0.333},synonym_antonym
1201,fault,0,-0.252,"{'praise': 0.513, 'end': 0.428, 'better': 0.257, 'perfection': 0.527, 'mind': 0.324, 'issue': 0.816, 'focus': 0.208, 'clean': 0.79, 'pure': 0.442, 'increase': 0.226, 'nice': 0.42}",synonym_antonym
1202,torture,1,-0.252,{'pleasure': 0.408},antonym
1203,avoiding,0,-0.253,{'truth': 0.156},antonym
1204,filmdom,0,-0.254,{'show': 0.286},synonym_antonym
1205,regard,0,-0.254,"{'attack': 0.28, 'welcome': 0.267, 'forget': 1.261}",synonym_antonym
1206,hurts,0,-0.255,"{'have': 0.206, 'successful': 0.395, 'pleasure': 0.408, 'success': 0.485, 'better': 0.257}",synonym_antonym
1207,particular,0,-0.255,"{'beginning': 0.199, 'middle': 0.194}",antonym
1208,hip,0,-0.256,"{'beginning': 0.199, 'middle': 0.194}",synonym_antonym
1209,final,0,-0.257,"{'opening': 0.234, 'beginning': 0.199, 'middle': 0.194, 'best': 1.267}",antonym
1210,listened,0,-0.257,"{'increase': 0.226, 'win': 0.235}",synonym_antonym
1211,politicians,0,-0.257,{'follower': 0.0},oov_antonym
1212,absurd,1,-0.258,{'meaningful': 0.45},antonym
1213,key,0,-0.258,"{'disagree': 0.225, 'forget': 1.261}",synonym_antonym
1214,shoddy,0,-0.258,{'honest': 0.387},antonym
1215,whatever,0,-0.258,{'many': 0.203},antonym
1216,sit,0,-0.259,{'action': 0.211},antonym
1217,snuff,0,-0.259,{'increase': 0.226},synonym_antonym
1218,urge,0,-0.259,"{'cool': 0.838, 'praise': 0.513, 'raise': 0.173}",synonym_antonym
1219,posters,0,-0.26,{'praise': 0.513},antonym
1220,comic,0,-0.261,{'well': 0.671},antonym
1221,months,0,-0.261,"{'beginning': 0.199, 'middle': 0.194, 'praise': 0.513, 'day': 0.351}",synonym_antonym
1222,isolation,0,-0.262,"{'show': 0.286, 'love': 1.129}",synonym_antonym
1223,muddled,1,-0.262,{'distinct': 0.159},antonym
1224,slap,0,-0.262,{'promote': 0.244},antonym
1225,faces,0,-0.263,{'follow': 0.245},antonym
1226,learn,0,-0.263,{'praise': 0.513},antonym
1227,page,0,-0.263,"{'cross': 0.214, 'cool': 0.838, 'soft': 0.905, 'follow': 0.245}",synonym_antonym
1228,outrageous,0,-0.264,"{'lovable': 0.327, 'pleasant': 1.106, 'good': 1.191, 'beautiful': 1.276}",synonym_antonym
1229,preposterous,1,-0.264,{'meaningful': 0.45},antonym
1230,send,0,-0.264,{'opening': 0.234},antonym
1231,cartoon,0,-0.265,"{'top': 0.44, 'follow': 0.245, 'raise': 0.173, 'leave': 0.224}",synonym_antonym
1232,chuck,0,-0.265,{'pleased': 0.526},antonym
1233,flick,0,-0.265,"{'simple': 0.516, 'beginning': 0.199}",synonym_antonym
1234,example,0,-0.266,{'last': 0.341},antonym
1235,merit,0,-0.266,{'disagree': 0.225},antonym
1236,hanging,0,-0.267,{'disagree': 0.225},antonym
1237,otherwise,0,-0.267,{'present': 0.661},antonym
1238,angry,0,-0.268,"{'well': 0.671, 'safe': 0.155, 'light': 0.157}",synonym_antonym
1239,suffers,1,-0.268,"{'leave': 0.224, 'tasteful': 0.224}",synonym_antonym
1240,torn,0,-0.268,{'sound': 0.192},synonym_antonym
1241,destroying,1,-0.269,{'positive': 0.771},antonym
1242,use,0,-0.269,"{'middle': 0.194, 'praise': 0.513, 'block': 0.313, 'fire': 0.236, 'moving': 0.272, 'cool': 0.838, 'dry': 0.197, 'buy': 0.169}",synonym_antonym
1243,throwing,0,-0.27,"{'better': 0.257, 'relax': 0.853, 'raise': 0.173, 'freeze': 0.24, 'correct': 0.447, 'pleased': 0.526, 'rise': 0.159, 'disagree': 0.225}",synonym_antonym
1244,stilted,0,-0.271,"{'natural': 0.186, 'cool': 0.838, 'genuine': 0.174}",synonym_antonym
1245,trouble,0,-0.271,{'follow': 0.245},synonym_antonym
1246,address,0,-0.273,"{'middle': 0.194, 'praise': 0.513}",antonym
1247,breaking,0,-0.273,{'soft': 0.905},antonym
1248,lie,0,-0.273,{'mind': 0.324},antonym
1249,lowly,0,-0.273,{'basic': 0.405},antonym
1250,attempts,0,-0.274,{'best': 1.267},antonym
1251,international,0,-0.274,{'national': 0.179},antonym
1252,labored,0,-0.274,{'clear': 0.402},antonym
1253,stupidest,1,-0.274,"{'intelligent': 0.988, 'smart': 0.833, 'light': 0.157}",antonym
1254,fell,0,-0.275,{'rise': 0.159},antonym
1255,act,0,-0.276,{'full': 0.252},synonym_antonym
1256,biggest,0,-0.276,"{'high': 0.418, 'well': 0.671, 'honest': 0.387, 'soft': 0.905, 'male': 0.267, 'light': 0.157, 'beginning': 0.199, 'success': 0.485, 'sound': 0.192, 'easy': 0.679}",synonym_antonym
1257,heed,0,-0.276,"{'forget': 1.261, 'aware': 0.282}",synonym_antonym
1258,amateur,1,-0.277,"{'male': 0.267, 'careful': 0.288, 'professional': 0.89}",synonym_antonym
1259,dreary,0,-0.277,"{'lively': 0.302, 'light': 0.157}",antonym
1260,experienced,1,-0.277,"{'soft': 0.905, 'sensitive': 0.392, 'superior': 0.431, 'new': 0.213, 'current': 0.363, 'present': 0.661, 'fresh': 0.345}",synonym_antonym
1261,stupidity,1,-0.277,"{'distribution': 0.176, 'interesting': 0.734, 'smart': 0.833, 'lively': 0.302}",synonym_antonym
1262,empty,0,-0.278,{'full': 0.252},antonym
1263,challenge,0,-0.28,"{'disagree': 0.225, 'attack': 0.28}",synonym_antonym
1264,standing,0,-0.28,"{'trust': 0.285, 'high': 0.418, 'intense': 0.572, 'important': 0.151, 'right': 0.233, 'believe': 0.48}",synonym_antonym
1265,disappears,0,-0.282,"{'increase': 0.226, 'rise': 0.159, 'follow': 0.245, 'fast': 0.376, 'interesting': 0.734, 'smart': 0.833, 'present': 0.661}",synonym_antonym
1266,cardboard,0,-0.283,{'genuine': 0.174},antonym
1267,directly,0,-0.283,{'indirectness': 0.0},oov_antonym
1268,disturbed,0,-0.283,{'found': 0.198},synonym_antonym
1269,adaption,0,-0.284,{'wild': 0.158},antonym
1270,junk,0,-0.284,{'buy': 0.169},antonym
1271,retread,0,-0.284,{'increase': 0.226},antonym
1272,gain,0,-0.286,{'figure': 1.145},antonym
1273,grade,0,-0.286,{'increase': 0.226},antonym
1274,narrow,0,-0.286,{'increase': 0.226},synonym_antonym
1275,originally,0,-0.286,"{'late': 0.157, 'middle': 0.194}",antonym
1276,woman,0,-0.286,{'male': 0.267},antonym
1277,desperate,0,-0.287,"{'encouraging': 0.373, 'possible': 0.265, 'distinct': 0.159}",synonym_antonym
1278,feels,0,-0.287,"{'enjoy': 0.396, 'right': 0.233, 'disagree': 0.225, 'rise': 0.159, 'increase': 0.226, 'show': 0.286, 'success': 0.485, 'happiness': 0.323}",synonym_antonym
1279,head,0,-0.287,"{'follow': 0.245, 'male': 0.267, 'moving': 0.272, 'praise': 0.513}",synonym_antonym
1280,law,0,-0.288,{'varied': 0.241},synonym_antonym
